MapDate,Region,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20020409,Northeast,23.50,76.50,58.12,41.07,11.51,0.00,2002-04-09,2002-04-15,1
20020409,South,67.71,32.29,21.24,11.16,1.87,0.00,2002-04-09,2002-04-15,1
20020409,Southeast,23.08,76.92,54.89,39.29,14.18,0.00,2002-04-09,2002-04-15,1
20020409,West,41.85,58.15,43.16,28.15,5.30,0.00,2002-04-09,2002-04-15,1
20020402,High Plains,0.95,99.05,57.07,30.27,4.37,0.00,2002-04-02,2002-04-08,1
20020402,Midwest,82.41,17.59,0.00,0.00,0.00,0.00,2002-04-02,2002-04-08,1
20020402,Northeast,24.00,76.00,57.53,39.73,11.44,0.00,2002-04-02,2002-04-08,1
20020402,South,61.84,38.16,23.39,10.63,1.99,0.00,2002-04-02,2002-04-08,1
20020402,Southeast,21.89,78.11,54.81,39.05,12.77,0.00,2002-04-02,2002-04-08,1
20020402,West,41.59,58.41,42.36,26.15,4.88,0.00,2002-04-02,2002-04-08,1
20020326,High Plains,6.37,93.63,50.94,28.20,4.76,0.00,2002-03-26,2002-04-01,1
20020326,Midwest,81.49,18.51,0.00,0.00,0.00,0.00,2002-03-26,2002-04-01,1
20020326,Northeast,13.36,86.64,67.24,50.40,18.97,0.00,2002-03-26,2002-04-01,1
20020326,South,56.37,43.63,23.45,11.11,1.98,0.00,2002-03-26,2002-04-01,1
20020326,Southeast,16.41,83.59,61.61,52.08,18.79,0.00,2002-03-26,2002-04-01,1
20020326,West,40.59,59.41,41.56,20.94,5.06,0.00,2002-03-26,2002-04-01,1
20020319,High Plains,9.96,90.04,47.34,26.17,5.54,0.00,2002-03-19,2002-03-25,1
20020319,Midwest,78.92,21.08,0.01,0.00,0.00,0.00,2002-03-19,2002-03-25,1
20020319,Northeast,12.95,87.05,69.22,51.53,19.31,0.00,2002-03-19,2002-03-25,1
20020319,South,56.27,43.73,22.82,10.43,1.96,0.00,2002-03-19,2002-03-25,1
20020319,Southeast,15.25,84.75,62.34,52.86,18.82,0.00,2002-03-19,2002-03-25,1
20020319,West,40.64,59.36,40.81,15.80,5.34,0.00,2002-03-19,2002-03-25,1
20020312,High Plains,10.11,89.89,48.19,26.63,4.29,0.00,2002-03-12,2002-03-18,1
20020312,Midwest,77.82,22.18,1.28,0.00,0.00,0.00,2002-03-12,2002-03-18,1
20020312,Northeast,13.44,86.56,69.92,51.95,19.68,0.00,2002-03-12,2002-03-18,1
20020312,South,51.69,48.31,24.51,10.49,1.95,0.00,2002-03-12,2002-03-18,1
20020312,Southeast,16.23,83.77,64.09,54.82,23.17,0.00,2002-03-12,2002-03-18,1
20020312,West,39.29,60.71,44.60,17.77,4.85,0.00,2002-03-12,2002-03-18,1
20020305,High Plains,13.04,86.96,47.47,18.30,4.60,0.00,2002-03-05,2002-03-11,1
20020305,Midwest,78.24,21.76,0.16,0.00,0.00,0.00,2002-03-05,2002-03-11,1
20020305,Northeast,14.26,85.74,66.21,49.62,14.88,0.00,2002-03-05,2002-03-11,1
20020305,South,66.18,33.82,18.72,9.65,1.93,0.00,2002-03-05,2002-03-11,1
20020305,Southeast,22.43,77.57,57.38,44.61,14.15,0.00,2002-03-05,2002-03-11,1
20020305,West,44.40,55.60,35.72,14.29,4.99,0.00,2002-03-05,2002-03-11,1
20020226,High Plains,12.35,87.65,46.35,16.43,4.75,0.00,2002-02-26,2002-03-04,1
20020226,Midwest,78.59,21.41,0.18,0.00,0.00,0.00,2002-02-26,2002-03-04,1
20020226,Northeast,14.73,85.27,65.30,48.70,14.90,0.00,2002-02-26,2002-03-04,1
20020226,South,65.79,34.21,17.50,6.77,1.88,0.00,2002-02-26,2002-03-04,1
20020226,Southeast,19.68,80.32,59.20,46.35,14.66,0.00,2002-02-26,2002-03-04,1
20020226,West,44.53,55.47,35.73,15.43,5.10,0.00,2002-02-26,2002-03-04,1
20020219,High Plains,18.89,81.11,43.32,13.08,4.65,0.00,2002-02-19,2002-02-25,1
20020219,Midwest,80.96,19.04,0.13,0.00,0.00,0.00,2002-02-19,2002-02-25,1
20020219,Northeast,14.70,85.30,64.87,44.42,14.10,0.00,2002-02-19,2002-02-25,1
20020219,South,70.90,29.10,17.30,6.84,3.18,0.00,2002-02-19,2002-02-25,1
20020219,Southeast,21.60,78.40,56.95,39.87,11.84,0.00,2002-02-19,2002-02-25,1
20020219,West,45.59,54.41,35.70,14.79,5.06,0.00,2002-02-19,2002-02-25,1
20020212,High Plains,18.78,81.22,37.94,13.18,4.75,0.00,2002-02-12,2002-02-18,1
20020212,Midwest,81.30,18.70,0.14,0.00,0.00,0.00,2002-02-12,2002-02-18,1
20020212,Northeast,17.17,82.83,63.17,40.48,5.29,0.00,2002-02-12,2002-02-18,1
20020212,South,75.10,24.90,17.13,7.03,4.60,0.00,2002-02-12,2002-02-18,1
20020212,Southeast,33.83,66.17,56.09,39.86,11.57,0.00,2002-02-12,2002-02-18,1
20020212,West,45.43,54.57,33.38,14.86,5.08,0.00,2002-02-12,2002-02-18,1
20020205,High Plains,20.51,79.49,36.52,13.16,4.64,0.00,2002-02-05,2002-02-11,1
20020205,Midwest,81.75,18.25,0.12,0.00,0.00,0.00,2002-02-05,2002-02-11,1
20020205,Northeast,18.49,81.51,55.89,33.08,5.04,0.00,2002-02-05,2002-02-11,1
20020205,South,70.85,29.15,18.80,8.86,5.59,0.00,2002-02-05,2002-02-11,1
20020205,Southeast,27.36,72.64,57.60,37.48,11.83,0.00,2002-02-05,2002-02-11,1
20020205,West,48.71,51.29,30.40,15.45,5.17,0.00,2002-02-05,2002-02-11,1
20020129,High Plains,22.98,77.02,31.46,12.32,4.51,0.00,2002-01-29,2002-02-04,1
20020129,Midwest,83.03,16.97,0.18,0.00,0.00,0.00,2002-01-29,2002-02-04,1
20020129,Northeast,14.65,85.35,56.21,34.53,5.84,0.00,2002-01-29,2002-02-04,1
20020129,South,67.08,32.92,24.97,11.57,5.64,0.00,2002-01-29,2002-02-04,1
20020129,Southeast,27.92,72.08,57.93,33.89,9.71,0.00,2002-01-29,2002-02-04,1
20020129,West,49.77,50.23,28.45,15.28,5.05,0.00,2002-01-29,2002-02-04,1
20020122,High Plains,23.27,76.73,30.22,12.29,5.38,0.00,2002-01-22,2002-01-28,1
20020122,Midwest,90.01,9.99,0.24,0.00,0.00,0.00,2002-01-22,2002-01-28,1
20020122,Northeast,26.66,73.34,51.62,29.86,5.58,0.00,2002-01-22,2002-01-28,1
20020122,South,65.25,34.75,25.52,11.81,5.56,0.00,2002-01-22,2002-01-28,1
20020122,Southeast,26.95,73.05,59.75,36.90,9.99,0.00,2002-01-22,2002-01-28,1
20020122,West,48.44,51.56,29.59,17.12,5.65,0.00,2002-01-22,2002-01-28,1
20020115,High Plains,23.67,76.33,30.02,12.23,5.44,0.00,2002-01-15,2002-01-21,1
20020115,Midwest,89.26,10.74,0.12,0.00,0.00,0.00,2002-01-15,2002-01-21,1
20020115,Northeast,25.84,74.16,51.95,30.52,5.85,0.00,2002-01-15,2002-01-21,1
20020115,South,64.28,35.72,26.87,11.74,5.63,0.00,2002-01-15,2002-01-21,1
20020115,Southeast,24.57,75.43,62.14,40.66,10.70,0.00,2002-01-15,2002-01-21,1
20020115,West,49.56,50.44,30.03,17.30,5.68,0.00,2002-01-15,2002-01-21,1
20020108,High Plains,27.08,72.92,30.37,12.27,5.46,0.00,2002-01-08,2002-01-14,1
20020108,Midwest,89.66,10.34,0.15,0.00,0.00,0.00,2002-01-08,2002-01-14,1
20020108,Northeast,23.47,76.53,51.20,31.56,9.86,0.00,2002-01-08,2002-01-14,1
20020108,South,64.04,35.96,26.88,11.80,5.64,0.00,2002-01-08,2002-01-14,1
20020108,Southeast,18.88,81.12,63.55,43.20,11.68,0.00,2002-01-08,2002-01-14,1
20020108,West,52.84,47.16,31.56,20.16,5.98,0.00,2002-01-08,2002-01-14,1
20020101,High Plains,36.40,63.60,28.47,10.73,5.46,0.00,2002-01-01,2002-01-07,1
20020101,Midwest,94.46,5.54,0.04,0.00,0.00,0.00,2002-01-01,2002-01-07,1
20020101,Northeast,22.27,77.73,51.44,26.77,9.36,0.00,2002-01-01,2002-01-07,1
20020101,South,65.47,34.53,26.04,11.69,5.64,0.00,2002-01-01,2002-01-07,1
20020101,Southeast,21.00,79.00,62.54,44.43,12.26,0.00,2002-01-01,2002-01-07,1
20020101,West,52.53,47.47,35.04,24.66,10.09,0.00,2002-01-01,2002-01-07,1
20011225,High Plains,38.30,61.70,26.92,10.80,5.46,0.00,2001-12-25,2001-12-31,1
20011225,Midwest,95.75,4.25,0.00,0.00,0.00,0.00,2001-12-25,2001-12-31,1
20011225,Northeast,21.99,78.01,50.75,26.25,9.50,0.00,2001-12-25,2001-12-31,1
20011225,South,65.61,34.39,27.12,11.76,5.54,0.00,2001-12-25,2001-12-31,1
20011225,Southeast,20.90,79.10,55.41,39.90,5.97,0.00,2001-12-25,2001-12-31,1
20011225,West,51.98,48.02,35.73,25.27,10.06,0.00,2001-12-25,2001-12-31,1
20011218,High Plains,38.42,61.58,25.50,10.78,6.14,0.00,2001-12-18,2001-12-24,1
20011218,Midwest,98.83,1.17,0.00,0.00,0.00,0.00,2001-12-18,2001-12-24,1
20011218,Northeast,18.04,81.96,50.75,29.15,9.50,0.00,2001-12-18,2001-12-24,1
20011218,South,66.64,33.36,26.54,9.70,5.54,0.00,2001-12-18,2001-12-24,1
20011218,Southeast,27.23,72.77,55.41,40.81,4.31,0.00,2001-12-18,2001-12-24,1
20011218,West,50.37,49.63,37.21,26.13,11.22,0.00,2001-12-18,2001-12-24,1
20011211,High Plains,38.26,61.74,24.59,10.73,6.14,0.00,2001-12-11,2001-12-17,1
20011211,Midwest,97.31,2.69,0.00,0.00,0.00,0.00,2001-12-11,2001-12-17,1
20011211,Northeast,15.03,84.97,53.77,16.03,0.00,0.00,2001-12-11,2001-12-17,1
20011211,South,65.57,34.43,27.13,8.93,5.69,0.00,2001-12-11,2001-12-17,1
20011211,Southeast,27.79,72.21,55.13,37.25,3.70,0.00,2001-12-11,2001-12-17,1
20011211,West,49.50,50.50,36.98,26.54,12.44,0.00,2001-12-11,2001-12-17,1
20011204,High Plains,38.51,61.49,22.31,11.13,6.22,0.00,2001-12-04,2001-12-10,1
20011204,Midwest,95.50,4.50,1.43,0.00,0.00,0.00,2001-12-04,2001-12-10,1
20011204,Northeast,13.42,86.58,61.54,17.59,0.00,0.00,2001-12-04,2001-12-10,1
20011204,South,61.60,38.40,30.20,9.93,5.69,0.00,2001-12-04,2001-12-10,1
20011204,Southeast,24.73,75.27,58.13,48.69,9.02,0.00,2001-12-04,2001-12-10,1
20011204,West,49.12,50.88,37.58,27.22,12.81,0.00,2001-12-04,2001-12-10,1
20011127,High Plains,42.69,57.31,16.53,10.93,8.17,0.00,2001-11-27,2001-12-03,1
20011127,Midwest,95.91,4.09,0.79,0.00,0.00,0.00,2001-11-27,2001-12-03,1
20011127,Northeast,13.42,86.58,59.88,16.03,0.00,0.00,2001-11-27,2001-12-03,1
20011127,South,58.80,41.20,30.03,9.37,5.75,0.00,2001-11-27,2001-12-03,1
20011127,Southeast,24.72,75.28,58.13,40.00,0.00,0.00,2001-11-27,2001-12-03,1
20011127,West,47.83,52.17,38.32,29.38,16.82,0.00,2001-11-27,2001-12-03,1
20011120,High Plains,32.33,67.67,17.34,11.06,8.17,0.00,2001-11-20,2001-11-26,1
20011120,Midwest,83.82,16.18,1.03,0.00,0.00,0.00,2001-11-20,2001-11-26,1
20011120,Northeast,13.70,86.30,59.59,16.03,0.00,0.00,2001-11-20,2001-11-26,1
20011120,South,58.12,41.88,30.99,12.37,5.75,0.00,2001-11-20,2001-11-26,1
20011120,Southeast,24.37,75.63,58.17,39.58,0.00,0.00,2001-11-20,2001-11-26,1
20011120,West,46.56,53.44,39.90,29.71,17.05,0.00,2001-11-20,2001-11-26,1
20011113,High Plains,32.31,67.69,17.38,10.88,8.17,0.00,2001-11-13,2001-11-19,1
20011113,Midwest,85.10,14.90,0.75,0.00,0.00,0.00,2001-11-13,2001-11-19,1
20011113,Northeast,13.70,86.30,50.92,11.87,0.00,0.00,2001-11-13,2001-11-19,1
20011113,South,56.18,43.82,34.44,13.95,7.53,0.00,2001-11-13,2001-11-19,1
20011113,Southeast,24.37,75.63,55.98,22.61,0.00,0.00,2001-11-13,2001-11-19,1
20011113,West,46.39,53.61,40.26,30.05,17.11,0.00,2001-11-13,2001-11-19,1
20011106,High Plains,43.54,56.46,16.04,10.88,8.17,0.00,2001-11-06,2001-11-12,1
20011106,Midwest,89.81,10.19,0.00,0.00,0.00,0.00,2001-11-06,2001-11-12,1
20011106,Northeast,20.00,80.00,48.69,11.87,0.00,0.00,2001-11-06,2001-11-12,1
20011106,South,57.27,42.73,31.83,12.99,7.53,0.00,2001-11-06,2001-11-12,1
20011106,Southeast,23.87,76.13,48.36,16.84,0.00,0.00,2001-11-06,2001-11-12,1
20011106,West,46.42,53.58,39.96,29.88,17.11,0.00,2001-11-06,2001-11-12,1
20011030,High Plains,46.68,53.32,16.00,10.88,8.17,0.00,2001-10-30,2001-11-05,1
20011030,Midwest,91.32,8.68,0.00,0.00,0.00,0.00,2001-10-30,2001-11-05,1
20011030,Northeast,24.06,75.94,40.40,8.45,0.00,0.00,2001-10-30,2001-11-05,1
20011030,South,57.29,42.71,32.33,10.90,0.00,0.00,2001-10-30,2001-11-05,1
20011030,Southeast,29.07,70.93,41.84,10.35,0.00,0.00,2001-10-30,2001-11-05,1
20011030,West,48.50,51.50,39.14,29.55,16.88,0.00,2001-10-30,2001-11-05,1
20011023,High Plains,50.82,49.18,14.66,10.95,8.17,0.00,2001-10-23,2001-10-29,1
20011023,Midwest,94.54,5.46,0.42,0.00,0.00,0.00,2001-10-23,2001-10-29,1
20011023,Northeast,23.98,76.02,30.97,2.21,0.00,0.00,2001-10-23,2001-10-29,1
20011023,South,58.72,41.28,25.98,10.46,0.00,0.00,2001-10-23,2001-10-29,1
20011023,Southeast,39.82,60.18,22.82,2.65,0.00,0.00,2001-10-23,2001-10-29,1
20011023,West,50.70,49.30,38.09,29.64,16.95,0.00,2001-10-23,2001-10-29,1
20011016,High Plains,58.59,41.41,14.66,10.95,8.17,0.00,2001-10-16,2001-10-22,1
20011016,Midwest,94.61,5.39,0.42,0.00,0.00,0.00,2001-10-16,2001-10-22,1
20011016,Northeast,47.10,52.90,26.86,1.89,0.00,0.00,2001-10-16,2001-10-22,1
20011016,South,64.09,35.91,18.34,8.21,0.00,0.00,2001-10-16,2001-10-22,1
20011016,Southeast,59.73,40.27,12.78,1.11,0.00,0.00,2001-10-16,2001-10-22,1
20011016,West,50.73,49.27,37.77,29.64,16.95,0.00,2001-10-16,2001-10-22,1
20011009,High Plains,58.21,41.79,14.66,10.95,8.17,0.00,2001-10-09,2001-10-15,1
20011009,Midwest,89.90,10.10,0.84,0.03,0.00,0.00,2001-10-09,2001-10-15,1
20011009,Northeast,46.40,53.60,26.77,1.87,0.00,0.00,2001-10-09,2001-10-15,1
20011009,South,60.27,39.73,20.33,8.14,0.00,0.00,2001-10-09,2001-10-15,1
20011009,Southeast,60.66,39.34,11.73,0.00,0.00,0.00,2001-10-09,2001-10-15,1
20011009,West,51.03,48.97,38.12,29.49,16.95,0.00,2001-10-09,2001-10-15,1
20011002,High Plains,62.21,37.79,14.66,10.95,8.17,0.00,2001-10-02,2001-10-08,1
20011002,Midwest,95.15,4.85,0.90,0.03,0.00,0.00,2001-10-02,2001-10-08,1
20011002,Northeast,53.35,46.65,22.27,1.87,0.00,0.00,2001-10-02,2001-10-08,1
20011002,South,61.53,38.47,20.33,8.14,0.00,0.00,2001-10-02,2001-10-08,1
20011002,Southeast,70.92,29.08,5.17,0.00,0.00,0.00,2001-10-02,2001-10-08,1
20011002,West,51.04,48.96,38.14,29.49,16.34,0.00,2001-10-02,2001-10-08,1
20010925,High Plains,65.74,34.26,14.66,10.95,8.19,0.00,2001-09-25,2001-10-01,1
20010925,Midwest,92.30,7.70,1.40,0.61,0.00,0.00,2001-09-25,2001-10-01,1
20010925,Northeast,45.58,54.42,30.33,12.85,0.00,0.00,2001-09-25,2001-10-01,1
20010925,South,61.69,38.31,20.33,8.14,0.00,0.00,2001-09-25,2001-10-01,1
20010925,Southeast,75.82,24.18,1.73,0.00,0.00,0.00,2001-09-25,2001-10-01,1
20010925,West,51.58,48.42,37.92,29.49,15.90,0.00,2001-09-25,2001-10-01,1
20010918,High Plains,61.10,38.90,14.73,10.95,8.19,0.00,2001-09-18,2001-09-24,1
20010918,Midwest,84.04,15.96,4.17,0.61,0.00,0.00,2001-09-18,2001-09-24,1
20010918,Northeast,25.64,74.36,35.19,13.35,0.00,0.00,2001-09-18,2001-09-24,1
20010918,South,56.36,43.64,21.86,8.14,0.00,0.00,2001-09-18,2001-09-24,1
20010918,Southeast,73.44,26.56,3.10,1.12,0.00,0.00,2001-09-18,2001-09-24,1
20010918,West,51.42,48.58,37.92,29.49,15.87,0.00,2001-09-18,2001-09-24,1
20010911,High Plains,46.29,53.71,15.20,10.95,8.19,0.00,2001-09-11,2001-09-17,1
20010911,Midwest,84.11,15.89,4.18,0.61,0.00,0.00,2001-09-11,2001-09-17,1
20010911,Northeast,31.83,68.17,35.22,13.35,0.00,0.00,2001-09-11,2001-09-17,1
20010911,South,53.08,46.92,23.50,8.14,0.00,0.00,2001-09-11,2001-09-17,1
20010911,Southeast,78.43,21.57,4.64,1.12,0.00,0.00,2001-09-11,2001-09-17,1
20010911,West,51.13,48.87,37.81,29.49,15.87,0.00,2001-09-11,2001-09-17,1
20010904,High Plains,57.55,42.45,15.67,10.95,8.35,0.00,2001-09-04,2001-09-10,1
20010904,Midwest,64.09,35.91,4.30,0.60,0.00,0.00,2001-09-04,2001-09-10,1
20010904,Northeast,37.21,62.79,25.43,10.35,0.00,0.00,2001-09-04,2001-09-10,1
20010904,South,45.14,54.86,28.72,7.24,0.00,0.00,2001-09-04,2001-09-10,1
20010904,Southeast,79.72,20.28,5.37,1.12,0.00,0.00,2001-09-04,2001-09-10,1
20010904,West,57.70,42.30,34.47,28.39,15.06,0.00,2001-09-04,2001-09-10,1
20010828,High Plains,69.04,30.96,15.13,11.00,8.21,0.00,2001-08-28,2001-09-03,1
20010828,Midwest,80.03,19.97,4.13,0.71,0.00,0.00,2001-08-28,2001-09-03,1
20010828,Northeast,34.49,65.51,34.99,13.25,0.00,0.00,2001-08-28,2001-09-03,1
20010828,South,34.85,65.15,37.37,12.74,0.64,0.00,2001-08-28,2001-09-03,1
20010828,Southeast,75.28,24.72,6.74,2.42,0.00,0.00,2001-08-28,2001-09-03,1
20010828,West,58.76,41.24,33.97,27.95,14.24,0.00,2001-08-28,2001-09-03,1
20010821,High Plains,72.33,27.67,16.01,9.03,6.85,0.00,2001-08-21,2001-08-27,1
20010821,Midwest,76.42,23.58,7.22,1.59,0.00,0.00,2001-08-21,2001-08-27,1
20010821,Northeast,43.00,57.00,28.12,7.09,0.00,0.00,2001-08-21,2001-08-27,1
20010821,South,34.46,65.54,41.97,15.42,0.56,0.00,2001-08-21,2001-08-27,1
20010821,Southeast,81.12,18.88,5.02,1.99,0.00,0.00,2001-08-21,2001-08-27,1
20010821,West,59.60,40.40,33.57,26.40,12.00,0.00,2001-08-21,2001-08-27,1
20010814,High Plains,69.83,30.17,15.01,10.42,4.78,0.00,2001-08-14,2001-08-20,1
20010814,Midwest,63.93,36.07,8.34,1.39,0.00,0.00,2001-08-14,2001-08-20,1
20010814,Northeast,39.13,60.87,27.30,6.18,0.00,0.00,2001-08-14,2001-08-20,1
20010814,South,33.81,66.19,45.97,18.08,0.74,0.00,2001-08-14,2001-08-20,1
20010814,Southeast,77.72,22.28,7.10,1.87,0.00,0.00,2001-08-14,2001-08-20,1
20010814,West,60.04,39.96,31.73,24.78,8.25,0.00,2001-08-14,2001-08-20,1
20010807,High Plains,67.61,32.39,14.26,10.13,4.77,0.00,2001-08-07,2001-08-13,1
20010807,Midwest,65.44,34.56,3.59,0.35,0.00,0.00,2001-08-07,2001-08-13,1
20010807,Northeast,38.57,61.43,11.97,0.00,0.00,0.00,2001-08-07,2001-08-13,1
20010807,South,22.93,77.07,58.04,24.50,2.45,0.00,2001-08-07,2001-08-13,1
20010807,Southeast,76.59,23.41,6.58,1.38,0.00,0.00,2001-08-07,2001-08-13,1
20010807,West,59.54,40.46,31.80,23.74,8.14,0.00,2001-08-07,2001-08-13,1
20010731,High Plains,71.72,28.28,14.00,10.13,4.77,0.00,2001-07-31,2001-08-06,1
20010731,Midwest,55.11,44.89,3.27,0.35,0.00,0.00,2001-07-31,2001-08-06,1
20010731,Northeast,53.82,46.18,5.88,0.00,0.00,0.00,2001-07-31,2001-08-06,1
20010731,South,21.76,78.24,53.57,18.46,1.80,0.00,2001-07-31,2001-08-06,1
20010731,Southeast,65.48,34.52,15.64,3.19,0.00,0.00,2001-07-31,2001-08-06,1
20010731,West,59.83,40.17,32.32,24.05,8.34,0.00,2001-07-31,2001-08-06,1
20010724,High Plains,65.57,34.43,13.10,9.26,1.79,0.00,2001-07-24,2001-07-30,1
20010724,Midwest,57.46,42.54,3.32,0.72,0.00,0.00,2001-07-24,2001-07-30,1
20010724,Northeast,70.43,29.57,3.25,0.00,0.00,0.00,2001-07-24,2001-07-30,1
20010724,South,24.76,75.24,36.08,13.84,0.74,0.00,2001-07-24,2001-07-30,1
20010724,Southeast,54.06,45.94,16.46,4.55,0.75,0.00,2001-07-24,2001-07-30,1
20010724,West,59.15,40.85,32.11,23.83,5.63,0.00,2001-07-24,2001-07-30,1
20010717,High Plains,68.75,31.25,12.82,9.26,1.79,0.00,2001-07-17,2001-07-23,1
20010717,Midwest,59.84,40.16,3.34,1.35,0.00,0.00,2001-07-17,2001-07-23,1
20010717,Northeast,75.12,24.88,1.22,0.00,0.00,0.00,2001-07-17,2001-07-23,1
20010717,South,37.12,62.88,27.76,10.80,0.00,0.00,2001-07-17,2001-07-23,1
20010717,Southeast,56.02,43.98,18.30,11.55,2.41,0.00,2001-07-17,2001-07-23,1
20010717,West,59.34,40.66,32.10,24.56,5.63,0.00,2001-07-17,2001-07-23,1
20010710,High Plains,65.75,34.25,13.62,9.43,0.66,0.00,2001-07-10,2001-07-16,1
20010710,Midwest,90.50,9.50,3.34,1.35,0.00,0.00,2001-07-10,2001-07-16,1
20010710,Northeast,68.82,31.18,1.67,0.00,0.00,0.00,2001-07-10,2001-07-16,1
20010710,South,45.03,54.97,24.53,4.98,0.00,0.00,2001-07-10,2001-07-16,1
20010710,Southeast,61.93,38.07,19.31,13.85,6.85,0.00,2001-07-10,2001-07-16,1
20010710,West,59.02,40.98,32.05,24.34,5.31,0.00,2001-07-10,2001-07-16,1
20010703,High Plains,63.30,36.70,13.90,9.54,0.62,0.00,2001-07-03,2001-07-09,1
20010703,Midwest,85.05,14.95,6.17,1.65,0.00,0.00,2001-07-03,2001-07-09,1
20010703,Northeast,72.45,27.55,1.67,0.00,0.00,0.00,2001-07-03,2001-07-09,1
20010703,South,54.06,45.94,21.95,4.88,0.00,0.00,2001-07-03,2001-07-09,1
20010703,Southeast,53.26,46.74,29.64,16.97,7.72,0.00,2001-07-03,2001-07-09,1
20010703,West,49.42,50.58,32.21,25.52,5.53,0.00,2001-07-03,2001-07-09,1
20010626,High Plains,71.71,28.29,11.04,4.06,0.00,0.00,2001-06-26,2001-07-02,1
20010626,Midwest,85.83,14.17,6.17,1.65,0.00,0.00,2001-06-26,2001-07-02,1
20010626,Northeast,79.47,20.53,1.67,0.00,0.00,0.00,2001-06-26,2001-07-02,1
20010626,South,48.76,51.24,18.13,5.03,0.09,0.00,2001-06-26,2001-07-02,1
20010626,Southeast,48.82,51.18,34.98,22.11,10.05,0.00,2001-06-26,2001-07-02,1
20010626,West,53.84,46.16,31.32,22.22,1.70,0.00,2001-06-26,2001-07-02,1
20010619,High Plains,77.45,22.55,7.14,2.17,0.00,0.00,2001-06-19,2001-06-25,1
20010619,Midwest,85.83,14.17,6.17,1.65,0.00,0.00,2001-06-19,2001-06-25,1
20010619,Northeast,75.01,24.99,4.20,0.00,0.00,0.00,2001-06-19,2001-06-25,1
20010619,South,58.79,41.21,17.19,5.03,0.09,0.00,2001-06-19,2001-06-25,1
20010619,Southeast,48.96,51.04,34.98,22.28,12.58,0.00,2001-06-19,2001-06-25,1
20010619,West,55.08,44.92,28.59,19.00,1.17,0.00,2001-06-19,2001-06-25,1
20010612,High Plains,80.00,20.00,9.76,2.23,0.00,0.00,2001-06-12,2001-06-18,1
20010612,Midwest,87.78,12.22,4.85,1.76,0.00,0.00,2001-06-12,2001-06-18,1
20010612,Northeast,66.93,33.07,5.11,0.00,0.00,0.00,2001-06-12,2001-06-18,1
20010612,South,72.01,27.99,13.20,2.65,0.00,0.00,2001-06-12,2001-06-18,1
20010612,Southeast,45.04,54.96,44.68,29.17,13.06,0.99,2001-06-12,2001-06-18,1
20010612,West,60.52,39.48,30.00,15.51,1.31,0.00,2001-06-12,2001-06-18,1
20010605,High Plains,85.72,14.28,7.50,1.75,0.00,0.00,2001-06-05,2001-06-11,1
20010605,Midwest,83.52,16.48,9.55,1.94,0.00,0.00,2001-06-05,2001-06-11,1
20010605,Northeast,58.55,41.45,5.11,0.00,0.00,0.00,2001-06-05,2001-06-11,1
20010605,South,65.55,34.45,17.87,3.37,0.00,0.00,2001-06-05,2001-06-11,1
20010605,Southeast,32.70,67.30,55.33,33.16,16.26,4.14,2001-06-05,2001-06-11,1
20010605,West,63.36,36.64,28.27,15.29,1.32,0.00,2001-06-05,2001-06-11,1
20010529,High Plains,85.74,14.26,7.65,1.75,0.00,0.00,2001-05-29,2001-06-04,1
20010529,Midwest,78.22,21.78,15.81,3.79,0.00,0.00,2001-05-29,2001-06-04,1
20010529,Northeast,14.24,85.76,33.40,0.00,0.00,0.00,2001-05-29,2001-06-04,1
20010529,South,60.55,39.45,20.71,4.07,0.00,0.00,2001-05-29,2001-06-04,1
20010529,Southeast,13.65,86.35,61.81,34.61,16.92,5.03,2001-05-29,2001-06-04,1
20010529,West,65.75,34.25,26.72,15.10,1.40,0.00,2001-05-29,2001-06-04,1
20010522,High Plains,85.74,14.26,7.65,1.75,0.00,0.00,2001-05-22,2001-05-28,1
20010522,Midwest,75.20,24.80,17.40,4.62,0.00,0.00,2001-05-22,2001-05-28,1
20010522,Northeast,8.09,91.91,57.04,0.00,0.00,0.00,2001-05-22,2001-05-28,1
20010522,South,60.55,39.45,20.56,4.16,0.01,0.00,2001-05-22,2001-05-28,1
20010522,Southeast,8.90,91.10,61.05,36.32,17.94,5.05,2001-05-22,2001-05-28,1
20010522,West,65.75,34.25,26.72,14.19,1.41,0.00,2001-05-22,2001-05-28,1
20010515,High Plains,85.68,14.32,7.65,1.75,0.00,0.00,2001-05-15,2001-05-21,1
20010515,Midwest,60.56,39.44,23.81,12.56,0.00,0.00,2001-05-15,2001-05-21,1
20010515,Northeast,9.98,90.02,29.86,4.51,0.30,0.00,2001-05-15,2001-05-21,1
20010515,South,60.75,39.25,20.99,4.31,0.16,0.00,2001-05-15,2001-05-21,1
20010515,Southeast,8.52,91.48,67.94,39.72,19.88,4.77,2001-05-15,2001-05-21,1
20010515,West,65.75,34.25,26.72,14.19,1.41,0.00,2001-05-15,2001-05-21,1
20010508,High Plains,86.26,13.74,5.52,1.10,0.00,0.00,2001-05-08,2001-05-14,1
20010508,Midwest,65.14,34.86,21.36,9.92,0.00,0.00,2001-05-08,2001-05-14,1
20010508,Northeast,12.05,87.95,6.08,1.46,0.00,0.00,2001-05-08,2001-05-14,1
20010508,South,60.73,39.27,20.71,4.16,0.02,0.00,2001-05-08,2001-05-14,1
